time, ID, MOSI, MISO
3.577152040000000,53,0xA0|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00,0x2E|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00
3.577841120000000,54,0x07|0x00,0x2E|0x2E
3.577897680000000,55,0x27|0x2E,0x2E|0x00
3.577964040000000,56,0x25|0x27,0x0E|0x00
3.578025760000000,57,0xE1|0x00,0x2E|0x2E
3.578083000000000,58,0xA0|0x00|0x00|0x00|0x00|0x40|0x40|0x40|0xE0|0xB4|0x6E|0x00|0x00|0x00|0x00|0xD0|0x92,0x2E|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00
3.581710080000000,59,0x07|0x00,0x2E|0x2E
3.581775720000000,60,0x27|0x2E,0x2E|0x00
3.581840680000000,61,0x25|0x27,0x0E|0x00
3.581893320000000,62,0xE1|0x00,0x0E|0x0E
3.581949520000000,63,0xA0|0x00|0x00|0x00|0x00|0x40|0x40|0x40|0xE0|0xB4|0x6E|0x00|0x00|0x00|0x00|0xD0|0x92,0x0E|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00
3.585677320000000,64,0x07|0x00,0x2E|0x2E
3.585733840000000,65,0x27|0x2E,0x2E|0x00
3.585809320000000,66,0x25|0x1B,0x0E|0x00
3.585861920000000,67,0xE1|0x00,0x0E|0x0E
3.585918120000000,68,0xA0|0x00|0x00|0x00|0x00|0x40|0x40|0x40|0xE0|0xB4|0x6E|0x00|0x00|0x00|0x00|0xD0|0x92,0x0E|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00
3.590621400000000,69,0x27|0x2E,0x2E|0x00
3.590686320000000,70,0x25|0x1B,0x0E|0x00
3.590738960000000,71,0xE1|0x00,0x0E|0x0E
